"company_name","address","company_tax_code","ward_or_commune","district","province_or_city","country","einvoice_contact_name","einvoice_contact_email"
"CÔNG TY TNHH T&M FORWARDING - CHI NHÁNH HẢI PHÒNG","Số 5 Lý Tự Trọng, Phường Hoàng Văn Thụ, Quận Hồng Bàng, Thành phố Hải Phòng, Việt Nam","0300992919-002","Phường Hoàng Văn Thụ","Quận Hồng Bàng","Hải Phòng","Việt Nam","CÔNG TY TNHH T&M FORWARDING - CHI NHÁNH HẢI PHÒNG","SARAH.THU@TMFORWARDING.COM"
"CÔNG TY TNHH THAMI LOGISTICS HÀ NỘI","P.504 Tòa nhà Thăng Long, 105 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam","0106931143","Phường Láng Hạ","Quận Đống đa","Hà Nội","Việt Nam","CÔNG TY TNHH THAMI LOGISTICS HÀ NỘI","hanimport1@thamico.com;hanaccount7@thamico.com;hanimport8@thamico.com;HPHIMPORT2@THAMICO.COM"
"CÔNG TY CỔ PHẦN MAY VĨNH PHÚ","Đường Đại Nải, Phường Nông Trang, Thành phố Việt Trì, Tỉnh Phú Thọ, Việt Nam","2600219580","Phường Nông Trang","Thành phố Việt Trì","Phú Thọ","Việt Nam","MR KHƯƠNG","KHUONG.PHUCTHANH@GMAIL.COM;CHUNGHOANGXNK@GMAIL.COM"
"CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ HƯNG THỊNH ĐẠT","Số 278 Nguyễn Bình Khiêm,Phường Đằng Giang,Quận Ngô Quyền,Thành Phố Hải Phòng,Việt Nam","0201301624",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CP ĐẦU TƯ HOÀNG NGUYÊN","LÔ 21 H2,KĐT MỚI TRUNG HOÀ,CẦU GIẤY ,HÀ NỘI","0105197177",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH TITAN POLYMER COMPOUNDS VIỆT NAM","Khu công nghiệp Bình Xuyên, Thị trấn Hương Canh, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam","2500591530","Thị trấn Hương Canh","Huyện Bình Xuyên","Vĩnh Phúc","Việt Nam","CÔNG TY TNHH TITAN POLYMER COMPOUNDS VIỆT NAM","MKTG1@TITANPOLYMER.COM.VN"
"CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ VẬN TẢI 64","SỐ 25B/ 278 ĐÀ NĂNG, VẠN MỸ, NGÔ QUYỀN, TP. HẢI PHÒNG","0200505262",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Công Ty TNHH Thiết Bị Xăng Dầu Thăng Long","Lô 34 Tổ 14 Khu Tái Định Cư P.Long Biên Q.Long Biên,HN","0102273334",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SUN CHANG VIỆT NAM","Lô Đất CN 5, Khu công nghiệp Thạch Thất, Quốc Oai, Huyện Thạch Thất, Thành Phố Hà Nội","0105335229",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY TNHH THƯƠNG MẠI QUANG THỊNH","SỐ 24,TỔ 9/112 ,VŨ XUÂN THIỀU,LONG BIÊN,HN","0104746674",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH AN PHÚ","Số 9, ngõ 75 Nhuệ Giang, Phường Tây Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","0109176795","Phường Tây Mỗ","Quận Nam Từ Liêm","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH AN PHÚ","HUYENDIEUTKD@YAHOO.COM;THIEUNGUYENSTONE@GMAIL.COM"
"CÔNG TY CỔ PHẦN HYUNDAI VIỆT THANH","Số 1124 Nhà NO 3, Phường Dịch Vọng, Quận Cầu Giấy,Thành Phố Hà Nội,Việt Nam","0103677788",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI XNK LONG HẢI JSC","Số 10 Phố Thương Mại, Tổ 6, Khu 3, Phường Hồng Gai, Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam","5701332813","Phường Hồng Gai","Thành phố Hạ Long","Quảng Ninh","Việt Nam","CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI XNK LONG HẢI JSC","CTYLONGHAIJSC.VPHP@GMAIL.COM"
"CÔNG TY TNHH CÔNG NGHỆ BĂNG TẢI","Số 22 ngõ 91 Lương Đình Của, Phường Phương Mai, Quận Đống đa, Thành phố Hà Nội, Việt Nam","0105608892","Phường Phương Mai","Quận Đống đa","Hà Nội","Việt Nam","CÔNG TY TNHH CÔNG NGHỆ BĂNG TẢI","HUYEN.PHAM@OIAGLOBAL.COM"
"CTY TNHH SX & TM CƯỜNG PHÁT VIỆT NAM","39/914 TRƯƠNG ĐỊNH-HOÀNG MAI-HN","0105062892",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH NAMAE VINA ELECTRONICS","KCN ĐẠI AN- HẢI DƯƠNG","0800445262",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ THANH BÌNH","153 Tạ Uyên, Phường 4, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","0301942170","Phường 4","Quận 11","Hồ Chí Minh","Việt Nam","CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ THANH BÌNH","XUAN.TT@TRANSIMEX.COM.VN"
"CTY TNHH KONE VIỆT NAM","106 NGUYỄN VĂN TRỖI,P8,QUẬN PHÚ NHUẬN HCM","0309469439",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH CÔNG NGHIỆP HEPTEX","Số 2187A, đường Hùng Vương, Phường Gia Cẩm, Thành phố Việt Trì, Tỉnh Phú Thọ, Việt Nam","2601024136","Phường Gia Cẩm","Thành phố Việt Trì","Phú Thọ","Việt Nam","CÔNG TY TNHH CÔNG NGHIỆP HEPTEX","pagarco10@gmail.com;ddngoc.dv@gmail.com;NTL.TRANSPORTHP@GMAIL.COM"
"CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI SÔNG SEINE  VIỆT","Số 113 ngõ 260 phố Chợ Khâm Thiên, Phường Trung Phụng, Quận Đống Đa, Thành phố Hà Nội, Việt Nam","0105023653","Phường Trung Phụng","Quận Đống đa","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI SÔNG SEINE  VIỆT","TRANG.LTK275@GMAIL.COM"
"CÔNG TY CP THUỶ SẢN MINH KHUÊ","31 HOÀ BÌNH, TRẦN PHÚ , MÓNG CÁI, QUẢNG NINH","5700645820",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG CÔNG TRÌNH VẬT LIỆU XÂY DỰNG","SỐ 235 NGUYỄN TRÃI, QUẬN THANH XUÂN, TP.HÀ NỘI","0100106095",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THIẾT BỊ ÂM THANH DK VIỆT NAM","ô 79, Lô 11 Dự án khu đô thị thành phố giao lưu, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam","0107788489","Phường Cổ Nhuế 1","Quận Bắc Từ Liêm","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN THIẾT BỊ ÂM THANH DK VIỆT NAM","PHAMVANTHIENCDHH@GMAIL.COM"
"CÔNG TY CỔ PHÂN BỘT GIẶT VÀ HÓA CHẤT ĐỨC GIANG","Số 18 ngõ 44 ,Phố Đức Giang,phường Thượng Thanh,Quận Long Biên,TP Hà Nội","0101452588",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN HỢP TÁC THẾ HỆ MỚI","SỐ 68,NGÕ 147,PHỐ TÔN MAI, PHƯỜNG TÔN MAI,HOÀNG MAI, HÀ NỘI","0105096362",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"SUMITRONICS (THAILAND) CO.,LTD","18th Floor,ColumnTower,199 Ratchadapisek Road,Klongtoey,Bangkok10110,Thailand",NULL,NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐIỀU KHIỂN TỰ ĐỘNG DKT","Số 37 Khu tập thể thương binh 27/7,phường Yên Hòa,quận Cầu Giấy,thành phố Hà Nội,Việt Nam","0101550169",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SẢN XUẤT VÀ XNK BẰNG PHÁT","Thôn An Nghiệp, Xã Tứ Cường, Huyện Thanh Miện, Tỉnh Hải Dương, Việt Nam","0801409940","Xã Tứ Cường","Huyện Thanh Miện","Hải Dương","Việt Nam","CÔNG TY TNHH SẢN XUẤT VÀ XNK BẰNG PHÁT","bangkd09032023@gmail.com"
"CÔNG TY TNHH DỤNG CỤ AN MI","6E- TT Tổng Cục 2, Xã Xuân Đỉnh, Huyện Từ Liêm, Thành Phố Hà Nội","0103305074",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH CÔNG NGHIỆP A&T VIỆT NAM","SỐ 65, PHỐ ĐẶNG VĂN NGỮ, PHƯỜNG TRUNG TỰ, QUẬN ĐỐNG ĐA, THÀNH PHỐ HÀ NỘI, VIỆT NAM","0106894445",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CHI NHÁNH CÔNG TY LIÊN DOANH TNHH NIPPON EXPRESS (VIỆT NAM) TẠI HÀ NỘI","Tháp Hòa Bình, 106 Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","0302065148-001","Phường Nghĩa Tân","Quận Cầu Giấy","Hà Nội","Việt Nam","CHI NHÁNH CÔNG TY LIÊN DOANH TNHH NIPPON EXPRESS (VIỆT NAM) TẠI HÀ NỘI","DATPHAM270191@GMAIL.COM;anh.daoq@nipponexpress.com;duong.nguyentt@nipponexpress.com;ANH.DANGT@NIPPONEXPRESS.COM"
"CÔNG TY TNHH ĐẦU TƯ VÀ SẢN XUẤT VĨNH HƯNG","Khu công nghiệp Dệt may Phố Nối, Phường Dị Sử, Thị xã Mỹ Hào, Tỉnh Hưng Yên, Việt Nam","0900984116","Phường Dị Sử","Thị xã Mỹ Hào","Hưng Yên","Việt Nam","CÔNG TY TNHH ĐẦU TƯ VÀ SẢN XUẤT VĨNH HƯNG","NGOCLOG@GMAIL.COM"
"CÔNG TY CỔ PHẦN  MAY VIỆT HÀN","THÔN CHÙA, XÃ THÁI ĐÀO,HUYỆN  LẠNG GIANG,TỈNH BẮC GIANG","2400562448",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CHI NHÁNH CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI M&P QUỐC TẾ","Tầng 8, P.810, số 115 Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam","0301939555-003","Phường Nam Dương","Quận Hải Châu","Đà Nẵng","Việt Nam","CHI NHÁNH CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI M&P QUỐC TẾ","acctg.danang@mpivn.com"
"CÔNG TY CỔ PHẦN MAY XUẤT KHẨU VIỆT THÁI","Số 142, phố Quang Trung, Phường Trần Hưng Đạo, Thành phố Thái Bình, Tỉnh Thái Bình, Việt Nam","1000360205","Phường Trần Hưng Đạo","Thành phố Thái Bình","Thái Bình","Việt Nam","CÔNG TY CỔ PHẦN MAY XUẤT KHẨU VIỆT THÁI","HUNGTV.LOG@GMAIL.COM;anhthunt1902@gmail.com;xnk.vt@vitexco-gar.com.vn"
"CÔNG TY TNHH HORNG YU ELECTRIC VIỆT NAM","VP0701, Tầng 7, Toà nhà Luxury, ô D32, KĐT mới Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","0108549652","Phường Yên Hoà","Quận Cầu Giấy","Hà Nội","Việt Nam","CÔNG TY TNHH HORNG YU ELECTRIC VIỆT NAM","hvec127@hyec-vn.com"
"CÔNG TY TNHH BAO BÌ QUÝ HOA","Đường Bạch Đằng, KĐT Hùng Vương, Phường Hùng Vương, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc, Việt Nam","2500643002","Phường Hùng Vương","Thành phố Phúc Yên","Vĩnh Phúc","Việt Nam","CÔNG TY TNHH BAO BÌ QUÝ HOA","baobiquyhoa@gmail.com"
"CÔNG TY TNHH THƯƠNG MẠI AN THỊNH NGUYÊN","Số 46 Ngõ 124/49 Phố Do Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","0108322563","Phường Tây Mỗ","Quận Nam Từ Liêm","Hà Nội","Việt Nam","CÔNG TY TNHH THƯƠNG MẠI AN THỊNH NGUYÊN","tuandq80@gmail.com"
"CÔNG TY CỔ PHẦN ĐÁ ỐP LÁT HẢI PHÒNG","Số 135 Trần Hưng Đạo, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam","0200750786","Phường Đông Hải 2","Quận Hải An","Hải Phòng","Việt Nam","CÔNG TY CỔ PHẦN ĐÁ ỐP LÁT HẢI PHÒNG","HAI.DV@HAITHUANSTONE.COM.VN;TRANTUANANH2009@GMAIL.COM"
"CÔNG TY TNHH THỌ XUÂN CORPORATION","Khu đất thuộc đất Quy hoạch cụm công nghiệp thị trấn Thọ Xuân, Xã Xuân Trường, Huyện Thọ Xuân, Tỉnh Thanh Hoá, Việt Nam","2802424127","Xã Xuân Trường","Huyện Thọ Xuân","Thanh Hoá","Việt Nam","CÔNG TY TNHH THỌ XUÂN CORPORATION","HAI75.HP@GMAIL.COM"
"CÔNG TY TNHH GIẢI PHÁP VÀ DỊCH VỤ NEWAY","Tầng 1, Số nhà 9, ngách 99/2, ngõ 99 đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống đa, Thành phố Hà Nội, Việt Nam","0110041520","Phường Láng Hạ","Quận Đống đa","Hà Nội","Việt Nam","CÔNG TY TNHH GIẢI PHÁP VÀ DỊCH VỤ NEWAY","VANTAILONGLAM@GMAIL.COM"
"CÔNG TY TNHH COLDTECH VIỆT NAM","KCN QUANG MINH- MÊ LINH- HÀ NỘI","2500264798",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY  TNHH IZUYOSHI VIỆT NAM","T3,TOÀ NHÀ THÀNH ĐÔNG,132-138 KIM MÃ ,BA ĐÌNH,HÀ NỘI","0105738919",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MIC-TECH VIỆT NAM","Tầng 6, Tòa nhà Geleximco, 36 Hoàng Cầu, Phường ô Chợ Dừa, Quận Đống đa, Thành phố Hà Nội, Việt Nam","0104403490","Phường ô Chợ Dừa","Quận Đống đa","Hà Nội","Việt Nam","CÔNG TY TNHH MIC-TECH VIỆT NAM","MINHPHUONG_V@VN.MICB2B.COM"
"CÔNG TY TNHH SUNMAX VIỆT NAM","KM 8 PHẠM VĂN ĐỒNG HẢI THÀNH DƯƠNG KINH HẢI PHÒNG","0200822504",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN HEARTLINK","SỐ 2,LÔ C3,TỔ 72,KHU ĐTM  YÊN HOÀ,P. YÊN HOÀ,Q. CẦU GIẤY,HN","0102038147",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN GREEN GMC","Lô số 1, Cụm công nghiệp Hưng Lộc, Xã Hưng Lộc, Thành phố Vinh, Tỉnh Nghệ An, Việt Nam","2901838753","Xã Hưng Lộc","Thành phố Vinh","Nghệ An","Việt Nam","CÔNG TY CỔ PHẦN GREEN GMC","LINHAN.VTTM.2007@GMAIL.COM"
"CÔNG TY TNHH SHIKOKU CABLE VIỆT NAM","KHU CÔNG NGHIỆP ĐỒNG VĂN II HUYỆN DUY TIÊN TỈNH HÀ NAM","0700541847",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU KỸ THUẬT ÂU VIỆT","Tầng 3,Số 3 Phố Linh Lang,P Cống Vị, Q,Ba Đình, TP.Hà Nội","0103832553",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN CÔNG NGHỆ HỢP LONG","Số 6, ngõ 293, đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam","0104509916","Phường Tân Mai","Quận Hoàng Mai","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN CÔNG NGHỆ HỢP LONG","BUIHUYEN86HP@GMAIL.COM"
"CTY TNHH SACHI","HAI HOA - MONG CAI- QUANG NINH","5700537166",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH TIẾP VẬN VIỆT STAR","CỤM 4, XÃ HỒNG HÀ, HUYỆN ĐAN PHƯỢNG, THÀNH PHỐ HÀ NỘI","0105639594",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN REEN VIỆT NAM","XÓM 2, MỄ TRÌ THƯỢNG, MỄ TRÌ, TỪ LIÊM, HÀ NỘI","0106071184",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CHI NHÁNH CTY CỔ PHẦN VẬT TƯ XĂNG DÀU TẠI QUẢNG NINH","K.5-XAZ ĐẠI YẾN-TP.HẠ LONG-QN","0800295828-001",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SƠN TÙNG","361 LÔ 22 LÊ HỒNG PHONG,NGÔ QUYỀN,HẢI PHÒNG","0200414103",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DREAMF VINA","THÔN QUẦN NHAN, XÃ ĐỒNG LỢI,HUYỆN TRIỆU SƠN,TỈNH THANH HOÁ","2801699619",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH CƠ KHÍ HTMP VIỆT NAM","SỐ 27D1 KĐT MỚI ĐẠI KIM, HOÀNG MAI, HN","0102021714",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CP ĐẦU TƯ DỆT MAY THIÊN AN PHÁT","P.THỦY DƯƠNG,TX HƯƠNG THỦY,THỪA THIÊN HUẾ","3300542464",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH CÔNG NGHỆ VÀ XUẤT NHẬP KHẨU HIFARM","U04-L14 Khu đô thị Đô Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Thành phố Hà Nội, Việt Nam","0109057420","Phường Yên Nghĩa","Quận Hà Đông","Hà Nội","Việt Nam","CÔNG TY TNHH CÔNG NGHỆ VÀ XUẤT NHẬP KHẨU HIFARM","KETOAN1@HIFARM.COM.VN"
"CÔNG TY TNHH GIẢI PHÁP MÁY GF","Tầng 1, Tòa nhà 3A, số 3A, Ngõ 82 Phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","0106848417","Phường Dịch Vọng Hậu","Quận Cầu Giấy","Hà Nội","Việt Nam","CÔNG TY TNHH GIẢI PHÁP MÁY GF","TRANDANGVIET1991@GMAIL.COM"
"VIETTEL HẢI PHÒNG - CHI NHÁNH TẬP ĐOÀN VIỄN THÔNG QUÂN ĐỘI","ĐƯỜNG LÊ HỒNG PHONG, PHƯỜNG THÀNH TÔ, QUẬN HẢI AN, THÀNH PHỐ HẢI PHÒNG","0100109106-043",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN NEWMAIN","Thôn Sơn Du, Xã Nguyên Khê, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam","0109687398","Xã Nguyên Khê","Huyện Đông Anh","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN NEWMAIN","PHAMVANTHIENCDHH@GMAIL.COM"
"CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU Y TẾ VIỆT NAM","Số nhà138 Giảng Võ,PHƯỜNG KIM MÃ, QUẬN BA ĐÌNH ,THÀNH PHỐ HÀ NỘI","0100108367",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH TIẾP VẬN K CARRIER","Tầng 6, Tòa nhà Việt Á, Số 9 Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","0108475841","Phường Dịch Vọng Hậu","Quận Cầu Giấy","Hà Nội","Việt Nam","CÔNG TY TNHH TIẾP VẬN K CARRIER","pthuekcarrier@gmail.com"
"CÔNG TY CỔ PHẦN  MAY XUẤT KHẨU YÊN BÁI","271 TRẦN HƯNG ĐẠO, P. HỒNG HÀ, TP YÊN BÁI, YÊN BÁI","5200148651",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY CỔ PHẦN XĂNG DẦU DẦU KHÍ NAM ĐỊNH","115C NGÕ DẦU KHÍ,ĐƯỜNG GIẢI PHÓNG,TP NAM ĐỊNH","0600759399",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MỘT THÀNH VIÊN GIẶT PAN PACIFIC WORLD","THÔN DANH THƯƠNG, XÃ DANH THẮNG, HUYỆN HIỆP HÒA, TỈNH BẮC GIANG","2400641428",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH TM PHÚC LONG","232 HAI BÀ TRƯNG, LÊ CHÂN, HẢI PHÒNG","0200563218",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ABLE CIRCUIT VIỆT NAM","KCN Quế Võ ( Mở Rộng), Xã Phương Liễu, Huyện Quế Võ, Tỉnh Bắc Ninh","2300857649",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH FUJITA VIỆT NAM","SỐ 9,ĐƯỜNG 7,VSIP BẮC NINH,THỊ XÃ TỪ SƠN,BẮC NINH","2300625158",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Công Ty TNHH Kỹ Thuật Thương Mại Và Đầu Tư Bắc Hải","P34-A10, Tập Thể Bắc Nghĩa Tân, Ngõ 120 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội","0103867570",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Công Ty TNHH Jhcos Vina","KCN Hạp Lĩnh,Thành Phố Bắc Ninh,Tỉnh Bắc Ninh","2300796146",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ TRUYỀN THÔNG PLA","Tầng 12,tòa nhà Mipec số 229 Tây Sơn,Phường Ngã Tư Sỏ,Quận Đônga Đa,TP Hà Nội","0105479189",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ KỸ THUẬT ĐỨC ANH","SỐ 52C, VĂN QUÁN, HÀ ĐÔNG , HÀ NỘI","0500600598",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH HUYNH ĐỆ QUỐC TẾ","Thôn Chợ, Xã Thống Nhất, Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam","5702141434","Xã Thống Nhất","Thành phố Hạ Long","Quảng Ninh","Việt Nam","CÔNG TY TNHH HUYNH ĐỆ QUỐC TẾ","congtyhuynhdevietnam@gmail.com"
"CHI NHÁNH XĂNG DẦU HẢI DƯƠNG","KM 4,ĐƯỜNG NGUYỄN LƯƠNG BẰNG, TP.HẢI DƯƠNG, TỈNH HẢI DƯƠNG","5700101690-001",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN SẢN XUẤT BAO BÌ KHÁNH AN","Khu Phụ Sơn, Phường Hiệp Sơn, Thị xã Kinh Môn, Tỉnh Hải Dương, Việt Nam","0801040766","Phường Hiệp Sơn","Thị xã Kinh Môn","Hải Dương","Việt Nam","CÔNG TY CỔ PHẦN SẢN XUẤT BAO BÌ KHÁNH AN","BTHIEN@KAPAK.VN"
"CHI NHÁNH CÔNG TY CỔ PHẦN GIAO NHẬN VẬN TẢI CON ONG","Tầng 6,Tòa Nhà Văn Phòng Hà Nội Group,Số 442 Đội Cấn,P.Cống Vị, Q. Ba Đình,TP.Hà Nội,VN","0303482440002",NULL,NULL,NULL,"Việt Nam","CHI NHÁNH CÔNG TY CỔ PHẦN GIAO NHẬN VẬN TẢI CON ONG","IMPORT.HP@BEELOGISTICS.COM"
"CÔNG TY TNHH DỊCH VỤ KỸ THUẬT VÀ THIẾT BỊ PHỤ TÙNG SINOVINA","Số 11 ngõ 647 đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Thành phố Hà Nội, Việt Nam","0110033343","Phường Xuân La","Quận Tây Hồ","Hà Nội","Việt Nam","CÔNG TY TNHH DỊCH VỤ KỸ THUẬT VÀ THIẾT BỊ PHỤ TÙNG SINOVINA","tckt@sinovina.vn;sales@sinovina.vn"
"CÔNG TY TNHH KANSAI FELT (VIỆT NAM)","Nhà xưởng E5, Lô E, khu CN7, Khu công nghiệp Tràng Duệ, thuộc khu kinh tế Đình Vũ - Cát Hải, Xã Lê Lợi, Huyện An Dương, Thành phố Hải Phòng, Việt Nam","0201406793","Xã Lê Lợi","Huyện An Dương","Hải Phòng","Việt Nam","CÔNG TY TNHH KANSAI FELT (VIỆT NAM)","SONNGOC17121997@GMAIL.COM"
"CÔNG TY TNHH QUẢNG ĐẠI VIỆT NAM","THÔN VŨ LA,XÃ NAM ĐỒNG,THÀNH PHỐ HẢI DƯƠNG,TỈNH HẢI DƯƠNG","0800886690",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI ĐƯỜNG","XÃ HẢI ĐƯỜNG ,HẢI HẬU, NAM ĐỊNH","0600739378",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH  TM VẬN TẢI ĐỨC THẮNG","4/23 ĐIỆN BIÊN PHỦ, NGÔ QUYỀN , HẢI PHÒNG","0200557380",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DAEYANG VINA","LÔ SỐ4 KCN THUỴ VÂN VIỆT TRÌ PHÚ THỌ","2600336929",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH KỸ THUẬT CÔNG NGHỆ VIỆT HƯNG","Số 5 ngách 313/6 Lĩnh Nam, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội, Việt Nam","0106700971",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CN Tổng công ty Hàng hải VN-Công ty TNHH Một thành viên tại thành phố Hồ Chí Minh","163 Nguyễn Văn Trỗi,phường 11,Quận Phú Nhuận,TP Hồ Chí Minh","0100104595-002",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN  LIÊN DOANH ALPEC","Khu công nghiệp Phố Nối A, Xã Trưng Trắc, Huyện Văn Lâm, Tỉnh Hưng Yên, Việt Nam","0900237386","Xã Trưng Trắc","Huyện Văn Lâm","Hưng Yên","Việt Nam","CÔNG TY CỔ PHẦN  LIÊN DOANH ALPEC","OPS@XUANPHONG.COM.VN"
"CÔNG TY TNHH DORCO LIVING VINA","ĐƯỜNG A5 , KCN PHỐ NỐI A, XÃ ĐÌNH DÙ, HUYỆN VĂN LÂM, TỈNH HƯNG YÊN","0900880639",NULL,NULL,NULL,"Việt Nam",NULL,NULL
